iter	Logloss
531	0.6334303556
532	0.6333669633
533	0.6333179934
534	0.6332962868
535	0.6332701041
536	0.6332411797
537	0.6332071062
538	0.6331844789
539	0.6331527184
540	0.633116888
541	0.6330709627
542	0.6330441204
543	0.6329975028
544	0.6329745263
545	0.6329426354
546	0.6329180349
547	0.6329043169
548	0.6328819549
549	0.6328346313
550	0.6328067556
551	0.6327768126
552	0.6327573937
553	0.6327389487
554	0.6327151708
555	0.6326935437
556	0.6326418398
557	0.6325991858
558	0.6325714985
559	0.6325304666
560	0.632492958
561	0.6324560492
562	0.632430944
563	0.6323988272
564	0.6323637883
565	0.6323332014
566	0.6323062186
567	0.6322655513
568	0.6322455377
569	0.6322179627
570	0.632191618
571	0.6321665424
572	0.6321503587
573	0.6321136847
574	0.6320944064
575	0.6320650376
576	0.6320331341
577	0.6320037685
578	0.6319628382
579	0.6319387883
580	0.6319184791
581	0.6318871223
582	0.6318476128
583	0.6318219981
584	0.6317793559
585	0.6317562942
586	0.6317325838
587	0.6317058545
588	0.6316842973
589	0.6316474409
590	0.6316099141
591	0.6315876953
592	0.6315464527
593	0.6315209617
594	0.631496792
595	0.6314551162
596	0.6314107721
597	0.6313911575
598	0.6313437227
599	0.6313092451
600	0.6312710024
601	0.6312309097
602	0.6312003607
603	0.6311484987
604	0.6310923077
605	0.6310637946
606	0.6310391581
607	0.6310106771
608	0.6309838661
609	0.6309381303
610	0.6309061997
611	0.6308825207
612	0.630858269
613	0.6308099838
614	0.6307866756
615	0.6307566318
616	0.6307400576
617	0.6306896072
618	0.630646314
619	0.6306228799
620	0.6305963001
621	0.6305571506
622	0.6305399851
623	0.6305202862
624	0.6305054067
625	0.6304458869
626	0.6304224144
627	0.6303958825
628	0.6303749593
629	0.6303413221
630	0.6303046147
631	0.6302682301
632	0.6302335156
633	0.6301947876
634	0.6301280297
635	0.630098764
636	0.6300638689
637	0.6300209321
638	0.6299842728
639	0.6299559679
640	0.6299172533
641	0.6298782982
642	0.6298539337
643	0.6298245168
644	0.6298097494
645	0.629771958
646	0.629753105
647	0.6297152675
648	0.6296777667
649	0.6296473685
650	0.6296252781
651	0.6296052993
652	0.6295680059
653	0.6295415555
654	0.6295086992
655	0.6294782468
656	0.6294273124
657	0.6294082955
658	0.6293690917
659	0.6293450013
660	0.6293266039
661	0.6292826211
662	0.6292599363
663	0.6292102631
664	0.6291765703
665	0.6291371792
666	0.6290992967
667	0.6290744417
668	0.6290546196
669	0.6290347675
670	0.629013468
671	0.6289953828
672	0.6289420201
673	0.6289179088
674	0.6288932847
675	0.6288565321
676	0.628814133
677	0.6287848998
678	0.6287466852
679	0.6287217203
680	0.628681712
681	0.6286031315
682	0.628535545
683	0.6284991573
684	0.6284849106
685	0.6284468177
686	0.6284209821
687	0.6283824629
688	0.6283535316
689	0.6283288241
690	0.6282997706
691	0.6282663546
692	0.6282305093
693	0.6281834931
694	0.6281753709
695	0.628132915
696	0.6280990207
697	0.6280623879
698	0.6280353541
699	0.6280012132
700	0.6279583175
701	0.6279169144
702	0.6278882805
703	0.6278704232
704	0.627841151
705	0.6278195022
706	0.6278021862
707	0.6277679307
708	0.6277451135
709	0.6277232612
710	0.6276963622
711	0.6276635166
712	0.6276416488
713	0.6276213596
714	0.6275925965
715	0.6275684528
716	0.6275242259
717	0.6274941132
718	0.627465397
719	0.6274218174
720	0.6273957827
721	0.6273643406
722	0.6273263696
723	0.6272977424
724	0.6272113962
725	0.627184538
726	0.6271651345
727	0.6271317953
728	0.6271040175
729	0.6270721432
730	0.6270147536
731	0.62700077
732	0.6269560708
733	0.6269119123
734	0.6268790482
735	0.6268366471
736	0.6268177197
737	0.6268003871
738	0.626752213
739	0.6267227242
740	0.6266818773
741	0.6266586633
742	0.6266363372
743	0.6266144222
744	0.626597378
745	0.6265694934
746	0.6265458145
747	0.6265264433
748	0.6265008719
749	0.6264775422
750	0.6264356801
751	0.6263992339
752	0.6263805161
753	0.6263558819
754	0.6263094129
755	0.6262732384
756	0.626221464
757	0.6262010854
758	0.626150735
759	0.6261176289
760	0.6260921763
761	0.6260547136
762	0.6260273641
763	0.6260114008
764	0.6259579128
765	0.6259433783
766	0.6259019324
767	0.6258792189
768	0.6258494983
769	0.6258163746
770	0.6257944032
771	0.6257711944
772	0.6257507131
773	0.6256945881
774	0.6256541897
775	0.625639201
776	0.6256050556
777	0.6255795717
778	0.625559037
779	0.6255128921
780	0.6254961948
781	0.6254510138
782	0.6254216373
783	0.6253920711
784	0.6253684843
785	0.6253459866
786	0.6253157512
787	0.6252870292
788	0.6252089288
789	0.625172561
790	0.6251294625
791	0.625104932
792	0.6250787776
793	0.6250541182
794	0.625023224
795	0.6249910324
796	0.6249587947
797	0.6249197398
798	0.6248792354
799	0.6248452874
800	0.624801214
801	0.624778494
802	0.6247616193
803	0.6247109827
804	0.6246665931
805	0.6246373215
806	0.6246127234
807	0.6245725054
808	0.6245436976
809	0.6245123988
810	0.624462909
811	0.62444852
812	0.6244179798
813	0.6244031301
814	0.6243782264
815	0.6243402097
816	0.6243201093
817	0.6242569831
818	0.6242199839
819	0.6241986858
820	0.6241379479
821	0.6241178218
822	0.6240973571
823	0.6240688631
824	0.6240455362
825	0.6239744249
826	0.6239519748
827	0.6239165726
828	0.6238864746
829	0.6238405156
830	0.6237975418
831	0.623772345
832	0.6237341434
833	0.6236966275
834	0.6236769713
835	0.623648734
836	0.6236198467
837	0.6235946626
838	0.6235455827
839	0.6234858764
840	0.6234662096
841	0.6234428323
842	0.6234168078
843	0.6233766697
844	0.6233449479
845	0.6233161809
846	0.623263281
847	0.6232493271
848	0.6232015428
849	0.6231737063
850	0.623135998
851	0.623098023
852	0.6230538878
853	0.623003459
854	0.6229811737
855	0.6229349317
856	0.622910465
857	0.6228809972
858	0.6228453269
859	0.6228060004
860	0.6227686054
861	0.622736514
862	0.6227128991
863	0.622682253
864	0.6226556938
865	0.6226121336
866	0.6225770912
867	0.622559474
868	0.6225289441
869	0.6225117037
870	0.6224730727
871	0.6224500349
872	0.6224057337
873	0.6223715227
874	0.6223342066
875	0.6222972921
876	0.6222466996
877	0.6222026968
878	0.6221802992
879	0.6221198962
880	0.6220393619
881	0.6219771915
882	0.6219323631
883	0.621895486
884	0.6218542434
885	0.6218253991
886	0.6217847837
887	0.6217583871
888	0.6216997502
889	0.6216543061
890	0.6216250581
891	0.6215952737
892	0.6215541787
893	0.6215156571
894	0.6214934794
895	0.6214583025
896	0.6214087362
897	0.6213850952
898	0.6213417823
899	0.6213205616
900	0.6212866557
901	0.6212488909
902	0.6212238946
903	0.6211910707
904	0.6211599633
905	0.6211232509
906	0.6210869523
907	0.6210467836
908	0.6209863034
909	0.620957274
910	0.6209318332
911	0.6209038127
912	0.6208703302
913	0.6208351927
914	0.6207959317
915	0.6207688659
916	0.6207154893
917	0.6206700594
918	0.6206268536
919	0.6205884698
920	0.6205412289
921	0.6205141181
922	0.620423536
923	0.6203726132
924	0.6203422903
925	0.6203235106
926	0.6202977086
927	0.6202461315
928	0.6201885384
929	0.6201502397
930	0.6201099268
931	0.6200632583
932	0.6200163524
933	0.620003669
934	0.6199865532
935	0.6199375639
936	0.619904643
937	0.6198517381
938	0.6198209238
939	0.6197907151
940	0.6197654712
941	0.6197249989
942	0.6196618058
943	0.6195937897
944	0.6195588786
945	0.6194997939
946	0.619473579
947	0.6194279986
948	0.6193905302
949	0.6193616072
950	0.6193030718
951	0.6192797267
952	0.6192310937
953	0.6191915592
954	0.6191674265
955	0.619138678
956	0.6191060953
957	0.6190636295
958	0.6190289505
959	0.6189708151
960	0.6189006053
961	0.6188755468
962	0.6188519002
963	0.618815709
964	0.6187894242
965	0.6187559345
966	0.6187210457
967	0.6186511184
968	0.6185793467
969	0.6185529363
970	0.6185250903
971	0.6184852051
972	0.6184375145
973	0.6183850828
974	0.6183392588
975	0.6183109005
976	0.6182492261
977	0.6182028149
978	0.6181711297
979	0.6181173986
980	0.6180977085
981	0.6180484205
982	0.6180014438
983	0.6179553829
984	0.6179294965
985	0.6178982552
986	0.6178801602
987	0.6178584394
988	0.6178330199
989	0.6177908168
990	0.6177611499
991	0.6177186147
992	0.6176525621
993	0.6176249766
994	0.6175850477
995	0.6175514073
996	0.6175268926
997	0.617495264
998	0.6174556418
999	0.6173895015
